date,equity,cash,selected,positions,tax_paid,fees_paid,distributions_net
2023-01-02,1004.4225010703714,21.022501070371277,VALE3,1,0.0,0.3131725844304634,0.0
2023-01-03,1002.6625010703713,21.022501070371277,VALE3,1,0.0,0.3131725844304634,0.0
2023-01-04,1004.4225010703714,21.022501070371277,VALE3,1,0.0,0.3131725844304634,0.0
2023-01-05,1020.9225010703714,21.022501070371277,VALE3,1,0.0,0.3131725844304634,0.0
2023-01-06,1036.7625010703714,21.022501070371277,VALE3,1,0.0,0.3131725844304634,0.0
2023-01-09,1050.7680489613053,29.418048961305317,GGBR4,1,0.0,0.9524564202271877,0.0
2023-01-10,1079.1480489613054,29.418048961305317,GGBR4,1,0.0,0.9524564202271877,0.0
2023-01-11,1089.7080489613054,29.418048961305317,GGBR4,1,0.0,0.9524564202271877,0.0
2023-01-12,1093.6680489613054,29.418048961305317,GGBR4,1,0.0,0.9524564202271877,0.0
2023-01-13,1099.6080489613055,29.418048961305317,GGBR4,1,0.0,0.9524564202271877,0.0
2023-01-16,1081.494195780699,66.74419578069921,VALE3,1,0.0,1.6162578661262903,0.0
2023-01-17,1080.1741957806992,66.74419578069921,VALE3,1,0.0,1.6162578661262903,0.0
2023-01-18,1093.4841957806993,66.74419578069921,VALE3,1,0.0,1.6162578661262903,0.0
2023-01-19,1097.884195780699,66.74419578069921,VALE3,1,0.0,1.6162578661262903,0.0
2023-01-20,1100.634195780699,66.74419578069921,VALE3,1,0.0,1.6162578661262903,0.0
2023-01-23,1107.487495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-24,1087.9674952841049,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-25,1086.747495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-26,1134.327495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-27,1122.737495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-30,1128.837495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-01-31,1141.037495284105,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
2023-02-01,1141.6474952841052,12.537495284105034,CSNA3,1,0.0,2.295604998750774,0.0
